,Trehalose_1,Trehalose_2,Trehalose_b1,Trehalose_b2,Galactose,Galactose_b,Maltose,Maltose_b,Glucose,Glucose_b
YJR014W,6.05E-05,5.57E-05,5.70E-05,5.88E-05,7.03E-05,6.60E-05,7.42E-05,7.60E-05,7.80E-05,7.33E-05
YJR016C,0.000960233,0.000982836,0.000967662,0.000963547,0.001082084,0.001093028,0.001215417,0.001166985,0.00121667,0.001210494
YJR025C,0.000154605,0.000114117,0.000112145,0.000101579,0.000118549,0.000116545,0.000126828,0.000123232,0.000111739,0.000108762
YJR042W,1.40E-05,1.59E-05,1.61E-05,1.73E-05,1.78E-05,2.13E-05,1.70E-05,1.54E-05,1.40E-05,1.41E-05
YJR045C,0.004086941,0.004203993,0.004319029,0.004461069,0.005633314,0.005525456,0.005015376,0.004865155,0.003440187,0.003295504
YJR048W,6.31E-05,8.07E-05,0.000120617,0.000117889,0.000249021,0.000222048,0.000107599,0.000136223,3.79E-05,2.83E-05
YJR064W,0.000250203,0.000260587,0.000257419,0.000265804,0.000298753,0.000302247,0.000293141,0.000312132,0.000311538,0.000306592
YJR065C,0.000327239,0.000310928,0.000319474,0.000324839,0.000306756,0.000306276,0.000230965,0.000232957,0.000207889,0.000192727
YJR068W,2.52E-05,2.65E-05,2.39E-05,2.58E-05,2.76E-05,2.98E-05,2.41E-05,2.76E-05,2.95E-05,2.83E-05
YJR069C,8.47E-05,9.18E-05,9.12E-05,9.41E-05,9.64E-05,0.000107276,0.000101139,0.000109579,9.42E-05,9.78E-05
YJR070C,0.000350421,0.00040996,0.000437588,0.000432494,0.000364023,0.00036072,0.000405721,0.000432087,0.000312976,0.000338854
YJR072C,5.75E-05,6.49E-05,6.23E-05,5.85E-05,7.03E-05,6.88E-05,6.64E-05,6.45E-05,7.52E-05,6.82E-05
YJR076C,6.61E-05,6.66E-05,6.33E-05,6.35E-05,9.66E-05,9.99E-05,7.92E-05,8.78E-05,8.02E-05,7.71E-05
YJR077C,0.002397916,0.002315757,0.00236664,0.002320014,0.004343088,0.004480279,0.002501653,0.002615015,0.001430215,0.001482389
YJR088C,4.86E-05,4.69E-05,4.21E-05,4.49E-05,5.12E-05,4.97E-05,3.64E-05,4.05E-05,3.69E-05,3.92E-05
YJR103W,8.08E-05,6.66E-05,8.74E-05,7.45E-05,2.90E-05,3.15E-05,3.64E-06,0,5.40E-06,9.10E-06
YJR104C,0.003543518,0.004035297,0.003751862,0.00397457,0.00157932,0.001681314,0.001777291,0.001797932,0.000963158,0.001037913
YJR105W,0.000706311,0.000728726,0.00078782,0.000728723,0.000776777,0.000776378,0.000759828,0.000835501,0.000492697,0.000532332
YJR109C,0.003437452,0.003022692,0.003353753,0.003488998,0.004527002,0.004150873,0.002881165,0.003098923,0.00357423,0.003470595
YJR117W,0.000243654,0.000229739,0.000215119,0.000222763,0.000247104,0.000254395,0.000188823,0.000182406,0.00018917,0.000179826
YJR121W,0.008232593,0.008028325,0.008475819,0.008296375,0.010788912,0.011188803,0.006001139,0.006288979,0.002926575,0.003053375
YJR123W,0.001878679,0.001846323,0.002042587,0.001931376,0.003396498,0.003188797,0.003852125,0.003979115,0.004142054,0.004367594
YJR125C,4.25E-05,4.11E-05,3.89E-05,4.04E-05,5.63E-05,5.52E-05,4.46E-05,4.59E-05,4.16E-05,4.06E-05
YJR133W,3.65E-05,3.02E-05,4.56E-05,3.61E-05,5.13E-05,4.96E-05,3.48E-05,2.87E-05,2.89E-05,2.56E-05
YJR137C,0.002323126,0.002574452,0.002722373,0.002656333,0.003401994,0.003338328,0.003860877,0.003864617,0.004142845,0.004144588
YJR139C,0.001573455,0.001615013,0.001604506,0.001673063,0.002325688,0.002271357,0.002140999,0.002153843,0.002263401,0.002216422
YJR143C,3.29E-05,2.19E-05,3.42E-05,3.17E-05,4.74E-05,5.98E-05,5.39E-05,4.74E-05,6.57E-05,6.32E-05
YJR144W,0.000140599,0.000124905,0.00012588,0.000124979,0.000145668,0.000137743,8.76E-05,9.24E-05,6.93E-05,7.35E-05
YJR148W,0.000231983,0.000249336,0.000239609,0.000228256,7.18E-05,7.44E-05,2.12E-05,2.88E-05,1.15E-05,3.08E-05
YKL001C,0.000487309,0.000513806,0.000556905,0.000594577,0.000684006,0.000636643,0.000713522,0.000690866,0.000738812,0.000729039
YKL006W,0.000137029,0.000134287,0.000156791,0.000140548,0.000312624,0.000261951,0.000324762,0.000285361,0.000334355,0.000354291
YKL007W,7.54E-05,6.83E-05,6.53E-05,6.67E-05,7.64E-05,8.22E-05,5.22E-05,4.96E-05,5.46E-05,4.73E-05
YKL009W,0.000142389,0.000153291,0.000148825,0.000158373,0.000157033,0.000148902,0.00016892,0.000168159,0.000192461,0.000197459
YKL013C,7.77E-05,7.07E-05,7.45E-05,7.77E-05,8.28E-05,7.87E-05,4.80E-05,3.35E-05,4.49E-05,4.65E-05
YKL014C,5.33E-05,7.62E-05,5.06E-05,6.98E-05,9.76E-05,0.000113459,0.000104576,6.29E-05,0.000103936,0.000137622
YKL016C,0.000752275,0.00067786,0.000737902,0.00073392,0.001043937,0.001046409,0.000560243,0.000558256,0.000230194,0.000264038
YKL021C,5.37E-05,4.53E-05,5.43E-05,5.03E-05,5.75E-05,6.03E-05,5.65E-05,5.36E-05,6.07E-05,5.58E-05
YKL024C,4.51E-05,5.22E-05,4.88E-05,4.97E-05,4.82E-05,4.55E-05,3.13E-05,3.08E-05,2.42E-05,2.58E-05
YKL027W,4.84E-05,4.79E-05,4.93E-05,4.92E-05,6.42E-05,6.31E-05,5.08E-05,5.48E-05,5.25E-05,5.27E-05
YKL029C,0.000444598,0.00049896,0.00050337,0.000499915,0.00041258,0.000415784,0.000674641,0.000639291,0.001240733,0.0012303
YKL035W,0.000712947,0.000668977,0.000669168,0.000666307,0.000677584,0.000645524,0.000496586,0.00051223,0.000333864,0.00032854
YKL040C,0.000108648,0.000121332,0.000119721,0.00012597,8.94E-05,9.14E-05,7.80E-05,8.40E-05,6.78E-05,6.67E-05
YKL054C,0.000249165,0.000288616,0.000293747,0.000264242,0.000321648,0.000326827,0.00029309,0.000311326,0.000288727,0.000287175
YKL056C,0.001366601,0.001428404,0.001559962,0.001548344,0.002299448,0.002190186,0.002444671,0.002467815,0.002321907,0.002382308
YKL057C,4.67E-05,4.78E-05,4.28E-05,4.22E-05,3.96E-05,3.98E-05,3.46E-05,3.21E-05,3.28E-05,3.00E-05
YKL060C,0.01567257,0.016286861,0.01755326,0.015930294,0.00843855,0.009117729,0.014348967,0.014560438,0.018202507,0.019818929
YKL065C,0.000143357,0.000145565,0.000130451,0.000133426,0.000105281,9.20E-05,6.27E-05,6.88E-05,5.26E-05,5.51E-05
YKL067W,0.001151805,0.001210723,0.001261837,0.001246841,0.001071285,0.001056592,0.000536821,0.000596307,0.000288558,0.00029239
YKL073W,3.05E-05,2.89E-05,2.12E-05,3.19E-05,5.81E-05,5.35E-05,2.44E-05,2.05E-05,2.35E-05,2.29E-05
YKL077W,2.86E-05,2.68E-05,2.40E-05,2.74E-05,3.15E-05,3.17E-05,2.48E-05,2.36E-05,2.60E-05,2.83E-05
YKL080W,0.000284568,0.000291719,0.000281214,0.000284963,0.000398919,0.000381656,0.000380077,0.00037835,0.000390931,0.000370363
YKL081W,0.0011201,0.001243076,0.001343558,0.001293482,0.002228775,0.002263423,0.002350173,0.002387409,0.002828178,0.002771763
YKL085W,0.002306515,0.002226534,0.002400696,0.002354437,0.002222579,0.002223962,0.001054479,0.001145279,0.000421199,0.000408733
YKL094W,4.25E-05,4.77E-05,5.55E-05,4.97E-05,5.12E-05,5.16E-05,3.90E-05,3.65E-05,2.97E-05,3.27E-05
YKL096W,0.000334277,0.000312156,0.000175458,0.000219535,0.000162515,0.00013101,0.000212524,0.000238814,0.00017471,0.000139937
YKL103C,0.00041252,0.000370285,0.00035422,0.000345518,0.000186884,0.000182341,0.000150525,0.000156898,0.000109701,0.000104231
YKL104C,0.000656979,0.000718605,0.000722047,0.000701331,0.000874419,0.000869859,0.000471979,0.000479418,0.000437146,0.00042689
YKL112W,5.85E-05,5.38E-05,5.80E-05,5.33E-05,3.84E-05,3.96E-05,4.48E-05,4.62E-05,4.16E-05,4.66E-05
YKL114C,4.08E-05,3.48E-05,4.23E-05,3.71E-05,3.68E-05,3.57E-05,2.97E-05,2.25E-05,2.73E-05,2.75E-05
YKL117W,0.000241676,0.000226987,0.000247099,0.000226452,0.000106943,0.000101274,9.81E-05,9.97E-05,6.59E-05,7.20E-05
YKL120W,0.000227181,0.00029686,0.000266069,0.000286869,0.000279827,0.000277976,0.000285388,0.000303694,0.000329602,0.00033073
YKL126W,4.91E-05,4.93E-05,4.96E-05,5.02E-05,0.000102149,0.000107244,6.55E-05,6.74E-05,5.65E-05,5.73E-05
YKL127W,8.61E-05,7.52E-05,7.41E-05,7.88E-05,0.000215915,0.000222448,0.000152588,0.00015403,0.000154933,0.00015705
YKL129C,2.61E-05,2.60E-05,1.81E-05,2.91E-05,1.95E-05,1.49E-05,7.17E-06,2.56E-06,2.53E-06,7.32E-06
YKL135C,2.14E-05,2.00E-05,2.03E-05,2.51E-05,2.78E-05,2.81E-05,1.83E-05,1.41E-05,1.90E-05,1.62E-05
YKL142W,0.000848495,0.00086287,0.000855325,0.000856414,0.000460839,0.000454874,0.00025839,0.000250769,0.000164836,0.000175803
YKL145W,0.000305165,0.000290263,0.000284508,0.000297602,0.000269647,0.000263021,0.000249025,0.000250706,0.000236272,0.00024665
YKL148C,0.000840089,0.000961668,0.001041378,0.000985159,0.000945207,0.001063776,0.000262328,0.000269492,6.90E-05,6.49E-05
YKL150W,0.001001255,0.000953002,0.000900603,0.000940654,0.000652512,0.000637151,0.000391817,0.000415765,0.000169038,0.000206834
YKL152C,0.007602892,0.008056886,0.007419951,0.007475879,0.004541439,0.004542729,0.009267615,0.008857107,0.011255926,0.010730706
YKL156W,0.001458009,0.001588793,0.001460504,0.001590447,0.002623039,0.002573688,0.003313392,0.003332162,0.003504637,0.003485743
YKL157W,0.000716616,0.000616979,0.000626798,0.000617111,0.000449852,0.000421263,0.000324703,0.000334133,0.000291348,0.000305099
YKL172W,7.48E-05,8.68E-05,9.22E-05,8.71E-05,8.13E-05,8.48E-05,8.44E-05,0.000101926,0.000106559,0.000102401
YKL180W,0.00027431,0.000318134,0.000243601,0.000308249,0.000416659,0.000471188,0.000613372,0.000464872,0.000661787,0.000341834
YKL181W,0.000119252,0.000133866,0.000121302,0.000127814,0.000145425,0.0001512,0.000127584,0.000144134,0.000135609,0.000128374
YKL182W,0.007778602,0.007980822,0.007189133,0.00684734,0.006058976,0.006159858,0.004908557,0.004970449,0.004424581,0.004452567
YKL193C,0.000195465,0.000203676,0.000203834,0.000201261,0.000106643,0.000109107,7.26E-05,7.21E-05,6.37E-05,5.78E-05
YKL195W,0.00021731,0.000236971,0.000217516,0.00024607,0.000192019,0.000199721,0.000144458,0.000160591,9.85E-05,9.15E-05
YKL196C,0.000187752,0.000200073,0.000202282,0.000205435,0.000173306,0.000178173,0.000149178,0.000150397,0.000128526,0.000143248
YKL204W,5.57E-05,6.06E-05,6.42E-05,6.55E-05,5.02E-05,4.65E-05,5.23E-05,4.54E-05,4.06E-05,4.60E-05
YKL210W,0.001258822,0.001202539,0.001242541,0.001217683,0.001169404,0.001117206,0.001025251,0.001038393,0.001020061,0.001015068
YKL211C,0.000236915,0.000223138,0.000240086,0.000243592,0.00026929,0.000270654,0.000280499,0.000271426,0.000325368,0.00031099
YKL212W,0.000201431,0.000197644,0.000210143,0.000209408,0.000352415,0.00034732,0.000282421,0.000286612,0.000280498,0.000285218
YKL213C,4.82E-05,3.55E-05,4.47E-05,4.59E-05,5.78E-05,6.29E-05,4.24E-05,4.59E-05,3.11E-05,4.13E-05
YKL215C,5.80E-05,5.95E-05,6.63E-05,6.37E-05,5.04E-05,4.70E-05,2.25E-05,4.39E-05,2.36E-05,2.92E-05
YKL216W,5.77E-05,6.19E-05,6.17E-05,5.37E-05,9.17E-05,0.000101422,0.000102437,9.27E-05,0.000114877,0.000106358
YKL218C,2.61E-05,3.59E-05,4.13E-05,4.27E-05,4.92E-05,4.65E-05,3.15E-05,3.14E-05,4.33E-05,3.97E-05
YKR001C,0.000680614,0.000652014,0.000653569,0.00065296,0.000592387,0.000589011,0.00043073,0.000453916,0.00043411,0.000425158
YKR002W,4.16E-05,4.38E-05,4.26E-05,4.31E-05,5.30E-05,4.93E-05,4.09E-05,4.41E-05,3.88E-05,3.74E-05
YKR006C,3.54E-05,3.76E-05,4.06E-05,4.28E-05,7.23E-05,6.68E-05,5.71E-05,5.66E-05,3.98E-05,4.16E-05
YKR008W,2.32E-05,1.86E-05,1.82E-05,2.07E-05,2.05E-05,2.34E-05,2.67E-05,2.36E-05,2.52E-05,2.62E-05
YKR014C,9.26E-05,8.29E-05,6.94E-05,7.92E-05,8.79E-05,8.55E-05,6.59E-05,7.05E-05,6.24E-05,6.11E-05
YKR016W,0.000333704,0.000348901,0.000394051,0.000403064,0.000415518,0.000428459,0.000234977,0.000242052,0.000120796,0.000132705
YKR018C,0.000284369,0.000283422,0.000295143,0.000292607,0.000166061,0.000159343,0.000149475,0.00014228,0.000146152,0.000138293
YKR043C,0.000104828,0.000103197,0.000120985,0.000115336,0.000144871,0.000133794,0.000138682,0.000136643,0.000144364,0.000135246
YKR046C,0.000575457,0.000397104,0.000261965,0.000312273,0.000185077,0.000189776,0.000205839,0.000204922,0.000212536,0.000212554
YKR048C,0.000295089,0.000300869,0.000308065,0.000328015,0.000306038,0.000311203,0.000260784,0.000258407,0.000261348,0.000239547
YKR056W,2.19E-05,2.83E-05,2.42E-05,2.69E-05,1.98E-05,2.00E-05,1.93E-05,1.98E-05,2.25E-05,1.80E-05
YKR059W,0.003803783,0.003915161,0.003985066,0.004091081,0.005392825,0.005078943,0.005573371,0.005561615,0.005550929,0.005297413
YKR060W,1.28E-05,1.55E-05,1.53E-05,1.70E-05,1.63E-05,1.54E-05,1.42E-05,1.62E-05,1.74E-05,1.72E-05
YKR066C,0.000210583,0.000195577,0.000207558,0.000209147,8.75E-05,7.53E-05,5.95E-05,6.24E-05,3.75E-05,4.20E-05
YKR069W,8.09E-05,9.51E-05,0.000106571,0.000106709,0.00010628,0.000109435,0.000126336,0.00012834,0.000113982,0.000109514
YKR070W,3.84E-05,3.43E-05,3.98E-05,3.81E-05,4.74E-05,4.74E-05,2.78E-05,3.02E-05,2.94E-05,2.70E-05
YKR071C,2.65E-05,4.20E-05,3.17E-05,3.05E-05,3.93E-05,4.20E-05,6.45E-05,6.05E-05,8.87E-05,8.52E-05
YKR072C,1.11E-05,1.09E-05,1.11E-05,1.06E-05,1.00E-05,8.89E-06,1.07E-05,1.13E-05,1.17E-05,1.13E-05
YKR080W,0.000207798,0.000201966,0.000195834,0.000200648,0.000257872,0.00025565,0.000238209,0.000223958,0.000334715,0.000334365
YKR081C,3.18E-05,3.63E-05,3.36E-05,3.32E-05,3.87E-05,4.14E-05,4.62E-05,4.11E-05,5.22E-05,5.42E-05
YKR082W,8.25E-05,7.85E-05,7.46E-05,7.89E-05,8.58E-05,7.96E-05,8.12E-05,7.08E-05,7.63E-05,6.95E-05
YLL001W,0.000191438,0.00019217,0.00020214,0.000199997,0.000245424,0.000254389,0.000154367,0.000162784,0.00010516,0.00010884
YLL008W,6.58E-05,6.86E-05,7.29E-05,7.15E-05,9.03E-05,8.58E-05,9.85E-05,0.000100847,0.000102797,9.18E-05
YLL011W,1.95E-05,2.83E-05,2.55E-05,2.71E-05,3.25E-05,3.75E-05,3.78E-05,3.45E-05,4.36E-05,4.13E-05
YLL018C,0.001865833,0.001886364,0.001856766,0.001936194,0.001855675,0.001843524,0.001703114,0.001721593,0.001712803,0.001687319
YLL026W,0.009945116,0.008462899,0.007815634,0.008129645,0.002473162,0.002279626,0.001404161,0.001530622,0.000638568,0.000614196
YLL029W,0.000112226,0.000100912,0.000112148,0.000112366,8.04E-05,7.26E-05,6.17E-05,6.93E-05,5.49E-05,5.69E-05
YLL040C,6.46E-05,6.04E-05,6.68E-05,6.56E-05,6.82E-05,6.53E-05,4.38E-05,4.50E-05,3.40E-05,4.02E-05
YLL041C,0.00072356,0.000726746,0.000697205,0.000731649,0.000826284,0.000801734,0.000242226,0.000265349,7.76E-05,7.56E-05
YLL045C,0.000306885,0.000358012,0.000279443,0.000337209,0.000409758,0.000487633,0.000584166,0.00056255,0.000659753,0.000785352
YLL048C,7.68E-05,6.34E-05,6.38E-05,7.03E-05,9.47E-05,0.000105869,9.84E-05,8.24E-05,0.000103757,8.76E-05
YLL050C,0.000997943,0.00095318,0.000912335,0.000933614,0.001012183,0.001000359,0.000893203,0.000865115,0.00084509,0.000854823
YLL062C,5.69E-05,7.33E-05,8.87E-05,8.25E-05,8.03E-05,8.70E-05,4.61E-05,4.79E-05,2.48E-05,2.82E-05
YLR002C,1.34E-05,1.41E-05,1.41E-05,1.64E-05,1.67E-05,1.73E-05,1.46E-05,1.42E-05,1.30E-05,1.86E-05
YLR009W,3.77E-05,4.08E-05,3.60E-05,4.04E-05,5.45E-05,5.37E-05,6.32E-05,6.81E-05,6.75E-05,6.50E-05
YLR017W,2.84E-05,2.97E-05,1.78E-05,2.77E-05,5.11E-05,5.05E-05,6.12E-05,6.07E-05,5.52E-05,6.30E-05
YLR025W,5.73E-05,5.77E-05,5.45E-05,5.99E-05,4.40E-05,4.47E-05,3.83E-05,4.28E-05,3.26E-05,3.24E-05
YLR027C,0.001063577,0.001095855,0.001109788,0.001112713,0.002003387,0.001933312,0.00128387,0.001363066,0.001345674,0.001371961
YLR028C,0.000413776,0.000399715,0.000412312,0.00040967,0.000366866,0.000370941,0.000283057,0.000290209,0.000240362,0.000245992
YLR029C,0.001718859,0.001698807,0.001769156,0.001738894,0.003156877,0.002861255,0.003323306,0.003319297,0.003497483,0.003518451
YLR038C,0.000287594,0.000309321,0.000367976,0.000357726,0.000330351,0.000321028,0.000179271,0.000178586,8.65E-05,8.72E-05
YLR043C,0.000568958,0.000591226,0.000603651,0.000600128,0.000288488,0.000302027,0.000231098,0.0002015,0.000171299,0.000226552
YLR044C,0.010721613,0.011660515,0.012394134,0.011600269,0.011030226,0.011105472,0.034817736,0.033379998,0.033007338,0.032735814
YLR048W,5.53E-05,5.63E-05,6.47E-05,5.09E-05,8.44E-05,0.000113133,9.79E-05,0.000124298,0.000125487,0.000118113
YLR056W,9.48E-05,8.53E-05,8.15E-05,7.65E-05,7.70E-05,7.84E-05,7.46E-05,7.37E-05,0.000100522,9.47E-05
YLR058C,0.003952859,0.004473098,0.005193574,0.004493091,0.006812215,0.006715572,0.007372497,0.007416655,0.009411226,0.009941908
YLR060W,0.000448163,0.000502151,0.000539456,0.000534519,0.000726497,0.000714655,0.000707998,0.000699802,0.000734888,0.000720553
YLR061W,0.000675114,0.000667422,0.000627495,0.000700491,0.001209021,0.001240168,0.001613127,0.001375775,0.001821845,0.001571774
YLR069C,6.74E-05,6.55E-05,9.34E-05,8.36E-05,0.000176099,0.000163757,0.000108815,0.000108747,5.99E-05,6.17E-05
YLR075W,0.002323709,0.002416677,0.002398004,0.00245564,0.00451566,0.004205729,0.004834247,0.004783004,0.005167835,0.005184355
YLR083C,2.58E-05,2.29E-05,2.22E-05,2.27E-05,3.82E-05,3.44E-05,3.40E-05,4.53E-05,2.82E-05,4.58E-05
YLR089C,0.000213321,0.000202488,0.000193411,0.00020901,0.000133736,0.000131961,8.20E-05,8.63E-05,7.51E-05,7.25E-05
YLR090W,2.69E-05,2.37E-05,3.84E-05,4.59E-05,5.20E-05,2.67E-05,3.35E-05,3.90E-05,2.94E-05,2.68E-05
YLR100W,4.68E-05,4.90E-05,4.86E-05,4.82E-05,7.31E-05,6.23E-05,5.45E-05,5.86E-05,6.02E-05,6.22E-05
YLR106C,0.000125111,0.000138001,0.000140515,0.000147149,0.000113016,0.000106642,0.000110165,0.000111418,0.000115564,0.000111385
YLR109W,0.00276757,0.002766625,0.002739875,0.002836744,0.000588256,0.000530649,0.000623042,0.000600896,0.001627376,0.001512793
YLR113W,6.70E-05,6.85E-05,7.52E-05,7.67E-05,0.000111336,0.000114806,9.79E-05,9.29E-05,8.82E-05,8.88E-05
YLR133W,5.77E-05,6.05E-05,6.14E-05,5.88E-05,7.48E-05,7.44E-05,5.63E-05,5.87E-05,5.04E-05,5.12E-05
YLR150W,0.001828049,0.001879038,0.001881294,0.001798829,0.002910833,0.002841108,0.003336666,0.00332391,0.0035243,0.003583519
YLR153C,0.000861147,0.000857878,0.000885602,0.0008655,0.002408395,0.002394747,0.001875779,0.001945669,0.002107251,0.002184492
YLR163C,4.61E-05,4.34E-05,4.24E-05,4.46E-05,6.43E-05,5.91E-05,4.91E-05,5.47E-05,3.56E-05,3.93E-05
YLR167W,0.0006625,0.000715306,0.000703634,0.000711517,0.001118675,0.001079361,0.001271762,0.00138201,0.001380941,0.001493587
YLR172C,6.05E-05,7.04E-05,7.11E-05,6.89E-05,8.53E-05,8.15E-05,9.07E-05,8.14E-05,8.84E-05,9.16E-05
YLR174W,0.001737322,0.001566503,0.001475331,0.001385673,0.000637884,0.000663821,0,2.37E-06,0,0
YLR175W,0.000363226,0.000408254,0.000398103,0.000385257,0.000420511,0.00041111,0.000453704,0.00045225,0.00049936,0.000493639
YLR179C,4.93E-05,6.12E-05,7.92E-05,7.09E-05,3.47E-05,3.59E-05,2.57E-05,2.17E-05,2.17E-05,2.75E-05
YLR180W,0.001260518,0.001414199,0.001424075,0.001500417,0.003023799,0.003033876,0.003596631,0.003462453,0.00451768,0.004544447
YLR185W,7.30E-05,6.36E-05,7.27E-05,6.95E-05,0.000122293,6.08E-05,0.000158433,0.000121028,0.000182754,0.000131443
YLR186W,0.000110924,0.000117883,0.000113523,0.000116952,0.00013156,0.000140212,0.000135697,0.000129431,0.000146736,0.000148977
YLR192C,0.000171655,0.000182143,0.000199906,0.000178945,0.000200603,0.000202444,0.000200255,0.00018269,0.000199215,0.000184337
YLR195C,5.80E-05,5.38E-05,6.02E-05,6.05E-05,8.70E-05,8.79E-05,7.14E-05,7.15E-05,7.74E-05,6.92E-05
YLR196W,0.000146079,0.000165412,0.000157496,0.000161255,0.000151249,0.000149925,0.00017033,0.00017347,0.000184709,0.000175821
YLR197W,0.000855691,0.000916729,0.000882698,0.000934523,0.001080743,0.001051377,0.001140054,0.001159134,0.001274641,0.001208107
YLR199C,3.49E-05,3.34E-05,3.29E-05,3.67E-05,3.54E-05,3.63E-05,2.79E-05,2.35E-05,2.45E-05,2.38E-05
YLR200W,4.31E-05,4.59E-05,4.47E-05,4.61E-05,5.03E-05,5.26E-05,4.76E-05,4.75E-05,4.88E-05,5.03E-05
YLR203C,5.28E-05,5.81E-05,6.16E-05,5.70E-05,7.22E-05,6.93E-05,5.12E-05,5.20E-05,3.11E-05,3.35E-05
YLR208W,0.000376369,0.00035828,0.000354779,0.00035799,0.000450489,0.000444558,0.000342071,0.000379976,0.000331967,0.000348192
YLR209C,6.34E-05,6.17E-05,6.50E-05,6.57E-05,7.37E-05,6.85E-05,5.54E-05,5.64E-05,4.83E-05,4.33E-05
YLR220W,1.97E-05,2.14E-05,1.79E-05,2.00E-05,2.19E-05,1.82E-05,2.51E-05,2.46E-05,2.02E-05,1.85E-05
YLR222C,4.50E-05,4.60E-05,4.74E-05,5.03E-05,6.03E-05,6.02E-05,6.31E-05,6.28E-05,7.00E-05,6.78E-05
YLR229C,7.99E-05,7.70E-05,7.56E-05,7.81E-05,8.95E-05,8.94E-05,7.22E-05,6.96E-05,7.23E-05,7.05E-05
YLR244C,0.000126464,0.000127856,0.000138726,0.000125434,0.000193991,0.000205895,0.000231343,0.000237736,0.000270503,0.000273873
YLR248W,2.46E-05,1.94E-05,2.46E-05,2.22E-05,3.25E-05,3.60E-05,2.49E-05,2.76E-05,2.18E-05,2.31E-05
YLR249W,0.003570083,0.004005456,0.004279065,0.00408622,0.008253912,0.008670424,0.009773978,0.009419394,0.010963157,0.010970412
YLR250W,6.47E-05,5.94E-05,5.59E-05,5.29E-05,4.35E-05,4.32E-05,3.29E-05,3.64E-05,2.68E-05,3.34E-05
YLR257W,5.26E-05,6.13E-05,5.54E-05,5.19E-05,4.36E-05,4.69E-05,3.29E-05,3.69E-05,2.11E-05,2.71E-05
YLR259C,0.005137054,0.005663983,0.006174114,0.005841219,0.00449771,0.004653342,0.004737454,0.004400255,0.00315609,0.003397319
YLR262C,3.52E-05,3.27E-05,2.84E-05,3.45E-05,4.49E-05,4.04E-05,3.42E-05,3.61E-05,3.56E-05,3.13E-05
YLR268W,4.89E-05,4.42E-05,4.93E-05,5.09E-05,4.87E-05,5.10E-05,4.44E-05,4.33E-05,4.52E-05,4.13E-05
YLR270W,0.000492104,0.000434965,0.000403921,0.000410446,0.000256664,0.000247723,0.000165822,0.000176742,0.000127256,0.000125043
YLR276C,3.67E-05,5.43E-05,4.68E-05,5.19E-05,5.29E-05,4.65E-05,5.47E-05,5.63E-05,4.99E-05,5.09E-05
YLR287C,5.39E-05,5.92E-05,5.10E-05,6.33E-05,7.04E-05,6.47E-05,5.15E-05,0.000103995,6.02E-05,5.70E-05
YLR293C,8.47E-05,9.72E-05,8.51E-05,9.21E-05,0.000119974,0.00013339,0.000129234,0.000150063,0.000125767,0.000119431
YLR295C,0.000386073,0.000337585,0.000435372,0.000402573,0.00050195,0.000448763,0.000266453,0.000278142,0.000120041,0.000113265
YLR300W,0.000342158,0.000348778,0.000308101,0.000266289,7.87E-05,8.26E-05,0.000253748,0.000246711,0.000204306,0.000210793
YLR301W,0.000175558,0.000172381,0.000160128,0.00016095,0.000250046,0.00025559,0.000276846,0.000277477,0.000298776,0.000284389
YLR303W,0.007716501,0.008406028,0.009680352,0.009134803,0.007703816,0.008038557,0.006869858,0.00710289,0.007188428,0.007265654
YLR304C,0.002317607,0.002448168,0.00254952,0.0024093,0.00461502,0.004840193,0.001986154,0.002108714,0.001907594,0.002069309
YLR314C,0.000153716,0.000145209,0.000145691,0.000148682,0.000188957,0.000185147,0.000148414,0.000149515,0.000141528,0.000141679
YLR325C,0.000567259,0.000588591,0.000606348,0.00060315,0.001031153,0.000981593,0.001050806,0.00114471,0.001119972,0.001150388
YLR333C,0.000977231,0.000938909,0.001001347,0.000942361,0.001546524,0.001361692,0.001862482,0.001668824,0.001920041,0.00183298
YLR335W,8.76E-05,9.19E-05,9.21E-05,9.65E-05,8.30E-05,8.57E-05,9.35E-05,9.18E-05,9.09E-05,9.73E-05
YLR340W,0.003875009,0.00382034,0.003975127,0.004017287,0.006681164,0.006330791,0.007082849,0.007385289,0.007347491,0.007487867
YLR342W,0.000204239,0.000207594,0.000212437,0.000205049,0.000481594,0.000485235,0.000585715,0.000584255,0.000636181,0.000645082
YLR344W,0,0,0,4.39E-05,7.27E-05,0,6.03E-05,0,6.54E-05,6.27E-05
YLR347C,0.000124483,0.000126897,0.000128364,0.000128086,0.000121445,0.000130961,0.000113301,0.00010601,0.000110239,0.000105929
YLR351C,8.07E-05,9.05E-05,8.93E-05,8.60E-05,8.45E-05,8.25E-05,6.69E-05,7.47E-05,6.23E-05,6.63E-05
YLR354C,0.003545993,0.003579034,0.003696287,0.003832412,0.003729967,0.003631725,0.003418982,0.003467781,0.003115315,0.003098846
YLR355C,0.00780675,0.00892119,0.009256112,0.008631131,0.007378062,0.007672152,0.007346222,0.007116581,0.008075433,0.008450972
YLR359W,0.000830388,0.000813286,0.00092077,0.00085798,0.00148688,0.001424822,0.001286413,0.001355695,0.001920314,0.001841592
