,translation_inhibitor,translation_inhibitor,translation_inhibitor,translation_inhibitor,translation_inhibitor,translation_inhibitor,translation_inhibitor,translation_inhibitor
YGR068C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YGR072W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YGR076C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YGR081C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YGR089W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YGR093W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YGR112W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YGR113W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YGR120C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YGR121C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YGR134W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YGR140W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YGR147C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YGR149W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YGR150C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YGR166W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YGR169C-A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YGR171C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YGR172C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YGR174C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YGR177C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YGR179C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YGR183C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YGR196C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YGR205W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YGR215W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YGR220C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YGR222W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YGR223C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YGR227W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YGR233C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YGR251W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YGR252W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YGR255C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YGR257C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YGR268C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YGR274C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YGR276C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YGR278W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHL017W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHL020C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHL023C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHL025W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHL038C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHR011W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHR023W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHR026W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHR035W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHR038W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHR040W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHR043C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHR045W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHR055C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHR057C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHR058C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHR060W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHR077C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHR081W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHR084W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHR086W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHR091C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHR097C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHR100C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHR115C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHR133C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHR138C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHR142W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHR144C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHR149C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHR161C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHR165C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHR166C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHR167W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHR171W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHR172W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHR176W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHR191C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHR195W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHR198C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHR199C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHR206W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHR207C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YHR209W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YIL002W-A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YIL003W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YIL004C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YIL007C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YIL008W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YIL017C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YIL019W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YIL036W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YIL042C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YIL046W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YIL061C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YIL079C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YIL084C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YIL087C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YIL088C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YIL090W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YIL095W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YIL096C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YIL098C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YIL117C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YIL123W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YIL127C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YIL129C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YIL135C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YIL146C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YIL153W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YIL154C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YIL156W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YIL156W-B,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YIL161W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YIL162W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YIL164C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YIR001C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YIR005W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YIR007W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YIR009W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YIR023W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YIR024C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YIR030C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJL004C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJL005W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJL044C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJL046W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJL047C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJL066C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJL071W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJL072C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJL096W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJL097W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJL100W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJL102W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJL107C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJL112W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJL133C-A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJL134W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJL141C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJL143W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJL151C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJL153C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJL156C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJL164C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJL174W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJL179W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJL180C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJL182C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJL197W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJL198W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJL203W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJR005W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJR019C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJR022W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJR024C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJR034W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJR040W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJR043C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJR049C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJR050W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJR052W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJR055W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJR062C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJR066W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJR091C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJR092W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJR093C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJR096W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJR097W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJR099W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJR100C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJR101W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJR102C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJR118C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJR122W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJR124C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJR131W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJR134C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJR135C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJR138W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YJR140C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL003C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL006C-A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL011C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL012W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL019W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL023W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL025C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL032C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL033W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL034W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL038W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL041W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL045W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL046C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL051W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL052C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL053C-A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL059C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL063C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL064W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL069W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL074C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL075C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL091C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL092C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL095W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL101W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL116C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL119C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL124W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL134C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL137W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL138C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL138C-A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL139W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL140W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL141W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL149C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL155C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL160W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL166C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL168C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL170W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL174C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL175W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL197C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL203C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL207W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKL209C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKR007W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKR023W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKR029C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKR030W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKR036C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKR039W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKR044W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKR055W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKR074W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKR085C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKR087C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKR089C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKR090W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YKR100C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLL002W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLL006W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLL009C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLL013C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLL022C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLL031C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLL032C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLL035W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLL038C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLL043W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLL055W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR001C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR007W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR008C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR011W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR018C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR020C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR032W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR039C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR050C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR059C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR064W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR065C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR072W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR077W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR081W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR085C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR086W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR088W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR092W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR096W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR104W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR107W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR108C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR116W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR117C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR119W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR120C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR132C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR137W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR139C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR146C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR170C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR178C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR181C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR182W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR188W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR191W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR201C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR205C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR207W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR214W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR221C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR234W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR238W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR239C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR240W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
YLR241W,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
