# rxnID	MNXID	met_model	met_standard_name	Smiles	genes	refID	Kcat value (substrate first)
r_2559	MNXM736317;MNXM73876	CDP-diacylglycerol (1-16:1, 2-16:1);phosphatidylglycerol (1-16:1, 2-18:1)	CDP-1,2-di-(9Z-hexadecenoyl)-sn-glycerol;PG(18:1(9Z)/16:1(9Z))	CCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(N)nc1=O)OC(=O)CCCCCCC\C=C/CCCCCC;CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP(O)(=O)OC[C@@H](O)CO)OC(=O)CCCCCCC\C=C/CCCCCC	YDL142C	slm:000741671;chebi:89398	9.6688;9.9660
r_2560	UNK:s_3086_s_3100;MNXM589000	CDP-diacylglycerol (1-18:0, 2-16:1);phosphatidylglycerol (1-16:0, 2-16:1)	;phosphatidylglycerol 16:0/16:1	;OCC(O)COP(O)(=O)OCC(COC([*])=O)OC([*])=O	YDL142C	;chebi:136224	;#
r_2561	UNK:s_3086_s_3100;UNK:s_3229	CDP-diacylglycerol (1-18:0, 2-16:1);phosphatidylglycerol (1-16:1, 2-16:1)	;	;	YDL142C	;	;
r_2562	UNK:s_3086_s_3100;MNXM73825	CDP-diacylglycerol (1-18:0, 2-16:1);phosphatidylglycerol (1-18:0, 2-16:1)	;PG(18:0/16:1(9Z))	;CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)OC[C@@H](O)CO)OC(=O)CCCCCCC\C=C/CCCCCC	YDL142C	;chebi:89270	;9.8882
r_2563	UNK:s_3086_s_3100;MNXM73699	CDP-diacylglycerol (1-18:0, 2-16:1);phosphatidylglycerol (1-18:1, 2-16:1)	;PG(16:1(9Z)/18:1(9Z))	;CCCCCCCC\C=C/CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC\C=C/CCCCCC)COP(O)(=O)OC[C@@H](O)CO	YDL142C	;chebi:89093	;9.9660
r_2564	UNK:s_3086_s_3100;MNXM739919	CDP-diacylglycerol (1-18:0, 2-16:1);phosphatidylglycerol (1-16:0, 2-18:1)	;1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phospho-glycerol	;CCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC(O)CO)OC(=O)CCCCCCC\C=C/CCCCCCCC	YDL142C	;chebi:84472	;9.0516
r_2565	UNK:s_3086_s_3100;MNXM73876	CDP-diacylglycerol (1-18:0, 2-16:1);phosphatidylglycerol (1-16:1, 2-18:1)	;PG(18:1(9Z)/16:1(9Z))	;CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP(O)(=O)OC[C@@H](O)CO)OC(=O)CCCCCCC\C=C/CCCCCC	YDL142C	;chebi:89398	;9.9660
r_2566	UNK:s_3087_s_3102;MNXM589000	CDP-diacylglycerol (1-18:1, 2-16:1);phosphatidylglycerol (1-16:0, 2-16:1)	;phosphatidylglycerol 16:0/16:1	;OCC(O)COP(O)(=O)OCC(COC([*])=O)OC([*])=O	YDL142C	;chebi:136224	;#
r_2567	UNK:s_3087_s_3102;UNK:s_3229	CDP-diacylglycerol (1-18:1, 2-16:1);phosphatidylglycerol (1-16:1, 2-16:1)	;	;	YDL142C	;	;
r_2568	UNK:s_3087_s_3102;MNXM73825	CDP-diacylglycerol (1-18:1, 2-16:1);phosphatidylglycerol (1-18:0, 2-16:1)	;PG(18:0/16:1(9Z))	;CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)OC[C@@H](O)CO)OC(=O)CCCCCCC\C=C/CCCCCC	YDL142C	;chebi:89270	;9.8882
r_2569	UNK:s_3087_s_3102;MNXM73699	CDP-diacylglycerol (1-18:1, 2-16:1);phosphatidylglycerol (1-18:1, 2-16:1)	;PG(16:1(9Z)/18:1(9Z))	;CCCCCCCC\C=C/CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC\C=C/CCCCCC)COP(O)(=O)OC[C@@H](O)CO	YDL142C	;chebi:89093	;9.9660
r_2570	UNK:s_3087_s_3102;MNXM739919	CDP-diacylglycerol (1-18:1, 2-16:1);phosphatidylglycerol (1-16:0, 2-18:1)	;1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phospho-glycerol	;CCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC(O)CO)OC(=O)CCCCCCC\C=C/CCCCCCCC	YDL142C	;chebi:84472	;9.0516
r_2571	UNK:s_3087_s_3102;MNXM73876	CDP-diacylglycerol (1-18:1, 2-16:1);phosphatidylglycerol (1-16:1, 2-18:1)	;PG(18:1(9Z)/16:1(9Z))	;CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP(O)(=O)OC[C@@H](O)CO)OC(=O)CCCCCCC\C=C/CCCCCC	YDL142C	;chebi:89398	;9.9660
r_2572	MNXM32787;MNXM589000	CDP-diacylglycerol (1-16:0, 2-18:1);phosphatidylglycerol (1-16:0, 2-16:1)	CDP-1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycerol;phosphatidylglycerol 16:0/16:1	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(N)nc1=O)OC(=O)CCCCCCC\C=C/CCCCCCCC;OCC(O)COP(O)(=O)OCC(COC([*])=O)OC([*])=O	YDL142C	slm:000741511;chebi:136224	9.8432;#
r_2573	MNXM32787;UNK:s_3229	CDP-diacylglycerol (1-16:0, 2-18:1);phosphatidylglycerol (1-16:1, 2-16:1)	CDP-1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycerol;	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(N)nc1=O)OC(=O)CCCCCCC\C=C/CCCCCCCC;	YDL142C	slm:000741511;	9.8432;
r_2574	MNXM32787;MNXM73825	CDP-diacylglycerol (1-16:0, 2-18:1);phosphatidylglycerol (1-18:0, 2-16:1)	CDP-1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycerol;PG(18:0/16:1(9Z))	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(N)nc1=O)OC(=O)CCCCCCC\C=C/CCCCCCCC;CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)OC[C@@H](O)CO)OC(=O)CCCCCCC\C=C/CCCCCC	YDL142C	slm:000741511;chebi:89270	9.8432;9.8882
r_2575	MNXM32787;MNXM73699	CDP-diacylglycerol (1-16:0, 2-18:1);phosphatidylglycerol (1-18:1, 2-16:1)	CDP-1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycerol;PG(16:1(9Z)/18:1(9Z))	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(N)nc1=O)OC(=O)CCCCCCC\C=C/CCCCCCCC;CCCCCCCC\C=C/CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC\C=C/CCCCCC)COP(O)(=O)OC[C@@H](O)CO	YDL142C	slm:000741511;chebi:89093	9.8432;9.9660
r_2576	MNXM32787;MNXM739919	CDP-diacylglycerol (1-16:0, 2-18:1);phosphatidylglycerol (1-16:0, 2-18:1)	CDP-1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycerol;1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phospho-glycerol	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(N)nc1=O)OC(=O)CCCCCCC\C=C/CCCCCCCC;CCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC(O)CO)OC(=O)CCCCCCC\C=C/CCCCCCCC	YDL142C	slm:000741511;chebi:84472	9.8432;9.0516
r_2577	MNXM32787;MNXM73876	CDP-diacylglycerol (1-16:0, 2-18:1);phosphatidylglycerol (1-16:1, 2-18:1)	CDP-1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycerol;PG(18:1(9Z)/16:1(9Z))	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(N)nc1=O)OC(=O)CCCCCCC\C=C/CCCCCCCC;CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP(O)(=O)OC[C@@H](O)CO)OC(=O)CCCCCCC\C=C/CCCCCC	YDL142C	slm:000741511;chebi:89398	9.8432;9.9660
r_2578	UNK:s_3089_s_3106;MNXM589000	CDP-diacylglycerol (1-16:1, 2-18:1);phosphatidylglycerol (1-16:0, 2-16:1)	;phosphatidylglycerol 16:0/16:1	;OCC(O)COP(O)(=O)OCC(COC([*])=O)OC([*])=O	YDL142C	;chebi:136224	;#
r_2579	UNK:s_3089_s_3106;UNK:s_3229	CDP-diacylglycerol (1-16:1, 2-18:1);phosphatidylglycerol (1-16:1, 2-16:1)	;	;	YDL142C	;	;
r_2580	UNK:s_3089_s_3106;MNXM73825	CDP-diacylglycerol (1-16:1, 2-18:1);phosphatidylglycerol (1-18:0, 2-16:1)	;PG(18:0/16:1(9Z))	;CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)OC[C@@H](O)CO)OC(=O)CCCCCCC\C=C/CCCCCC	YDL142C	;chebi:89270	;9.8882
r_2581	UNK:s_3089_s_3106;MNXM73699	CDP-diacylglycerol (1-16:1, 2-18:1);phosphatidylglycerol (1-18:1, 2-16:1)	;PG(16:1(9Z)/18:1(9Z))	;CCCCCCCC\C=C/CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC\C=C/CCCCCC)COP(O)(=O)OC[C@@H](O)CO	YDL142C	;chebi:89093	;9.9660
r_2582	UNK:s_3089_s_3106;MNXM739919	CDP-diacylglycerol (1-16:1, 2-18:1);phosphatidylglycerol (1-16:0, 2-18:1)	;1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phospho-glycerol	;CCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC(O)CO)OC(=O)CCCCCCC\C=C/CCCCCCCC	YDL142C	;chebi:84472	;9.0516
r_2583	UNK:s_3089_s_3106;MNXM73876	CDP-diacylglycerol (1-16:1, 2-18:1);phosphatidylglycerol (1-16:1, 2-18:1)	;PG(18:1(9Z)/16:1(9Z))	;CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP(O)(=O)OC[C@@H](O)CO)OC(=O)CCCCCCC\C=C/CCCCCC	YDL142C	;chebi:89398	;9.9660
r_2584	UNK:s_3234	cardiolipin (1-16:0, 2-16:1, 3-16:0, 4-16:1)			YGR110W	
r_2585	UNK:s_3235	cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-16:1)			YGR110W	
r_2586	UNK:s_3236	cardiolipin (1-16:0, 2-16:1, 3-18:0, 4-16:1)			YGR110W	
r_2587	UNK:s_3237	cardiolipin (1-16:0, 2-16:1, 3-18:1, 4-16:1)			YGR110W	
r_2588	UNK:s_3238	cardiolipin (1-16:0, 2-16:1, 3-16:0, 4-18:1)			YGR110W	
r_2589	UNK:s_3239	cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-18:1)			YGR110W	
r_2590	UNK:s_3246	cardiolipin (1-18:0, 2-16:1, 3-16:0, 4-16:1)			YGR110W	
r_2591	UNK:s_3247	cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-16:1)			YGR110W	
r_2592	UNK:s_3248	cardiolipin (1-18:0, 2-16:1, 3-18:0, 4-16:1)			YGR110W	
r_2593	UNK:s_3249	cardiolipin (1-18:0, 2-16:1, 3-18:1, 4-16:1)			YGR110W	
r_2594	UNK:s_3250	cardiolipin (1-18:0, 2-16:1, 3-16:0, 4-18:1)			YGR110W	
r_2595	UNK:s_3251	cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-18:1)			YGR110W	
r_2596	UNK:s_3258	cardiolipin (1-16:0, 2-18:1, 3-16:0, 4-16:1)			YGR110W	
r_2597	UNK:s_3259	cardiolipin (1-16:0, 2-18:1, 3-16:1, 4-16:1)			YGR110W	
r_2598	UNK:s_3260	cardiolipin (1-16:0, 2-18:1, 3-18:0, 4-16:1)			YGR110W	
r_2599	UNK:s_3261	cardiolipin (1-16:0, 2-18:1, 3-18:1, 4-16:1)			YGR110W	
r_2600	UNK:s_3262	cardiolipin (1-16:0, 2-18:1, 3-16:0, 4-18:1)			YGR110W	
r_2601	UNK:s_3263	cardiolipin (1-16:0, 2-18:1, 3-16:1, 4-18:1)			YGR110W	
r_2602	UNK:s_3234	cardiolipin (1-16:0, 2-16:1, 3-16:0, 4-16:1)			YGR110W	
r_2603	UNK:s_3236	cardiolipin (1-16:0, 2-16:1, 3-18:0, 4-16:1)			YGR110W	
r_2604	UNK:s_3238	cardiolipin (1-16:0, 2-16:1, 3-16:0, 4-18:1)			YGR110W	
r_2605	UNK:s_3240	cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-16:1)			YGR110W	
r_2606	UNK:s_3242	cardiolipin (1-16:1, 2-16:1, 3-18:0, 4-16:1)			YGR110W	
r_2607	UNK:s_3244	cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-18:1)			YGR110W	
r_2608	UNK:s_3246	cardiolipin (1-18:0, 2-16:1, 3-16:0, 4-16:1)			YGR110W	
r_2609	UNK:s_3248	cardiolipin (1-18:0, 2-16:1, 3-18:0, 4-16:1)			YGR110W	
r_2610	UNK:s_3250	cardiolipin (1-18:0, 2-16:1, 3-16:0, 4-18:1)			YGR110W	
r_2611	UNK:s_3252	cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-16:1)			YGR110W	
r_2612	UNK:s_3254	cardiolipin (1-18:1, 2-16:1, 3-18:0, 4-16:1)			YGR110W	
r_2613	UNK:s_3256	cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-18:1)			YGR110W	
r_2614	UNK:s_3258	cardiolipin (1-16:0, 2-18:1, 3-16:0, 4-16:1)			YGR110W	
r_2615	UNK:s_3260	cardiolipin (1-16:0, 2-18:1, 3-18:0, 4-16:1)			YGR110W	
r_2616	UNK:s_3262	cardiolipin (1-16:0, 2-18:1, 3-16:0, 4-18:1)			YGR110W	
r_2617	UNK:s_3264	cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-16:1)			YGR110W	
r_2618	UNK:s_3266	cardiolipin (1-16:1, 2-18:1, 3-18:0, 4-16:1)			YGR110W	
r_2619	UNK:s_3268	cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-18:1)			YGR110W	
r_2620_fwd	UNK:s_3270;MNXM588721	monolysocardiolipin (2-16:1, 3-16:0, 4-16:1);phosphatidylcholine (1-16:0, 2-16:1)	;phosphatidylcholine (16:0/16:1)	;C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	YPR140W	;chebi:134592	;#
r_2620_rvs	UNK:s_3240;UNK:s_3297_s_3428_s_3450_s_3694	cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-16:1);1-acylglycerophosphocholine (16:0)	;	;	YPR140W	;	;
r_2621_fwd	UNK:s_3270;MNXM588730	monolysocardiolipin (2-16:1, 3-16:0, 4-16:1);phosphatidylcholine (1-16:1, 2-16:1)	;phosphatidylcholine (16:1/16:1)	;C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	YPR140W	;chebi:134637	;#
r_2621_rvs	UNK:s_3240;UNK:s_3299_s_3429_s_3453_s_3696	cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-16:1);1-acylglycerophosphocholine (16:1)	;	;	YPR140W	;	;
r_2622_fwd	UNK:s_3270;MNXM71041	monolysocardiolipin (2-16:1, 3-16:0, 4-16:1);phosphatidylcholine (1-18:0, 2-16:1)	;PC(P-18:0/16:1(9Z))	;CCCCCCCCCCCCCCCC\C=C/OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC	YPR140W	;chebi:89972	;1.2496
r_2622_rvs	UNK:s_3240;UNK:s_3301_s_3430_s_3455_s_3698	cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-16:1);1-acylglycerophosphocholine (18:0)	;	;	YPR140W	;	;
r_2623_fwd	UNK:s_3270;MNXM71109	monolysocardiolipin (2-16:1, 3-16:0, 4-16:1);phosphatidylcholine (1-18:1, 2-16:1)	;PC(P-18:1(9Z)/16:1(9Z))	;CCCCCCCC\C=C/CCCCCC\C=C/OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC	YPR140W	;chebi:89506	;1.3968
r_2623_rvs	UNK:s_3240;UNK:s_3303_s_3431_s_3457_s_3700	cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-16:1);1-acylglycerophosphocholine (18:1)	;	;	YPR140W	;	;
r_2624_fwd	UNK:s_3270;MNXM588723	monolysocardiolipin (2-16:1, 3-16:0, 4-16:1);phosphatidylcholine (1-16:0, 2-18:1)	;phosphatidylcholine (16:0/18:1)	;C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	YPR140W	;chebi:134594	;#
r_2624_rvs	UNK:s_3252;UNK:s_3297_s_3428_s_3450_s_3694	cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-16:1);1-acylglycerophosphocholine (16:0)	;	;	YPR140W	;	;
r_2625_fwd	UNK:s_3270;MNXM69413	monolysocardiolipin (2-16:1, 3-16:0, 4-16:1);phosphatidylcholine (1-16:1, 2-18:1)	;PC(16:1(9Z)/P-18:1(9Z))	;CCCCCCCC\C=C/CCCCCC\C=C/OC(COC(=O)CCCCCCC\C=C/CCCCCC)COP([O-])(=O)OCC[N+](C)(C)C	YPR140W	;chebi:89668	;1.3274
r_2625_rvs	UNK:s_3252;UNK:s_3299_s_3429_s_3453_s_3696	cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-16:1);1-acylglycerophosphocholine (16:1)	;	;	YPR140W	;	;
r_2626_fwd	UNK:s_3270;MNXM69594	monolysocardiolipin (2-16:1, 3-16:0, 4-16:1);phosphatidylcholine (1-18:0, 2-18:1)	;PC(18:0/P-18:1(9Z))	;CCCCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)O\C=C/CCCCCC\C=C/CCCCCCCC	YPR140W	;chebi:89679	;1.2306
r_2626_rvs	UNK:s_3252;UNK:s_3301_s_3430_s_3455_s_3698	cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-16:1);1-acylglycerophosphocholine (18:0)	;	;	YPR140W	;	;
r_2627_fwd	UNK:s_3270;MNXM71112	monolysocardiolipin (2-16:1, 3-16:0, 4-16:1);phosphatidylcholine (1-18:1, 2-18:1)	;PC(P-18:1(9Z)/18:1(9Z))	;CCCCCCCC\C=C/CCCCCCCC(=O)O[C@H](CO\C=C/CCCCCC\C=C/CCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C	YPR140W	;chebi:89504	;1.3617
r_2627_rvs	UNK:s_3252;UNK:s_3303_s_3431_s_3457_s_3700	cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-16:1);1-acylglycerophosphocholine (18:1)	;	;	YPR140W	;	;
r_2628_fwd	UNK:s_3272;MNXM588721	monolysocardiolipin (2-16:1, 3-16:1, 4-16:1);phosphatidylcholine (1-16:0, 2-16:1)	;phosphatidylcholine (16:0/16:1)	;C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	YPR140W	;chebi:134592	;#
r_2628_rvs	MNXM736307;UNK:s_3297_s_3428_s_3450_s_3694	cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-16:1);1-acylglycerophosphocholine (16:0)	tetrahexadec-9-enoyl cardiolipin;	CCCCCCC=CCCCCCCCC(=O)OC[C@H](COP(O)(=O)OCC(O)COP(O)(=O)OC[C@@H](COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCC;	YPR140W	chebi:104873;	1.5833;
r_2629_fwd	UNK:s_3272;MNXM588730	monolysocardiolipin (2-16:1, 3-16:1, 4-16:1);phosphatidylcholine (1-16:1, 2-16:1)	;phosphatidylcholine (16:1/16:1)	;C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	YPR140W	;chebi:134637	;#
r_2629_rvs	MNXM736307;UNK:s_3299_s_3429_s_3453_s_3696	cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-16:1);1-acylglycerophosphocholine (16:1)	tetrahexadec-9-enoyl cardiolipin;	CCCCCCC=CCCCCCCCC(=O)OC[C@H](COP(O)(=O)OCC(O)COP(O)(=O)OC[C@@H](COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCC;	YPR140W	chebi:104873;	1.5833;
r_2630_fwd	UNK:s_3272;MNXM71041	monolysocardiolipin (2-16:1, 3-16:1, 4-16:1);phosphatidylcholine (1-18:0, 2-16:1)	;PC(P-18:0/16:1(9Z))	;CCCCCCCCCCCCCCCC\C=C/OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC	YPR140W	;chebi:89972	;1.2496
r_2630_rvs	MNXM736307;UNK:s_3301_s_3430_s_3455_s_3698	cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-16:1);1-acylglycerophosphocholine (18:0)	tetrahexadec-9-enoyl cardiolipin;	CCCCCCC=CCCCCCCCC(=O)OC[C@H](COP(O)(=O)OCC(O)COP(O)(=O)OC[C@@H](COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCC;	YPR140W	chebi:104873;	1.5833;
r_2631_fwd	UNK:s_3272;MNXM71109	monolysocardiolipin (2-16:1, 3-16:1, 4-16:1);phosphatidylcholine (1-18:1, 2-16:1)	;PC(P-18:1(9Z)/16:1(9Z))	;CCCCCCCC\C=C/CCCCCC\C=C/OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC	YPR140W	;chebi:89506	;1.3968
r_2631_rvs	MNXM736307;UNK:s_3303_s_3431_s_3457_s_3700	cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-16:1);1-acylglycerophosphocholine (18:1)	tetrahexadec-9-enoyl cardiolipin;	CCCCCCC=CCCCCCCCC(=O)OC[C@H](COP(O)(=O)OCC(O)COP(O)(=O)OC[C@@H](COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCC;	YPR140W	chebi:104873;	1.5833;
r_2632_fwd	UNK:s_3272;MNXM588723	monolysocardiolipin (2-16:1, 3-16:1, 4-16:1);phosphatidylcholine (1-16:0, 2-18:1)	;phosphatidylcholine (16:0/18:1)	;C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	YPR140W	;chebi:134594	;#
r_2632_rvs	UNK:s_3253;UNK:s_3297_s_3428_s_3450_s_3694	cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-16:1);1-acylglycerophosphocholine (16:0)	;	;	YPR140W	;	;
r_2633_fwd	UNK:s_3272;MNXM69413	monolysocardiolipin (2-16:1, 3-16:1, 4-16:1);phosphatidylcholine (1-16:1, 2-18:1)	;PC(16:1(9Z)/P-18:1(9Z))	;CCCCCCCC\C=C/CCCCCC\C=C/OC(COC(=O)CCCCCCC\C=C/CCCCCC)COP([O-])(=O)OCC[N+](C)(C)C	YPR140W	;chebi:89668	;1.3274
r_2633_rvs	UNK:s_3253;UNK:s_3299_s_3429_s_3453_s_3696	cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-16:1);1-acylglycerophosphocholine (16:1)	;	;	YPR140W	;	;
r_2634_fwd	UNK:s_3272;MNXM69594	monolysocardiolipin (2-16:1, 3-16:1, 4-16:1);phosphatidylcholine (1-18:0, 2-18:1)	;PC(18:0/P-18:1(9Z))	;CCCCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)O\C=C/CCCCCC\C=C/CCCCCCCC	YPR140W	;chebi:89679	;1.2306
r_2634_rvs	UNK:s_3253;UNK:s_3301_s_3430_s_3455_s_3698	cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-16:1);1-acylglycerophosphocholine (18:0)	;	;	YPR140W	;	;
r_2635_fwd	UNK:s_3272;MNXM71112	monolysocardiolipin (2-16:1, 3-16:1, 4-16:1);phosphatidylcholine (1-18:1, 2-18:1)	;PC(P-18:1(9Z)/18:1(9Z))	;CCCCCCCC\C=C/CCCCCCCC(=O)O[C@H](CO\C=C/CCCCCC\C=C/CCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C	YPR140W	;chebi:89504	;1.3617
r_2635_rvs	UNK:s_3253;UNK:s_3303_s_3431_s_3457_s_3700	cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-16:1);1-acylglycerophosphocholine (18:1)	;	;	YPR140W	;	;
r_2636_fwd	UNK:s_3273;MNXM588721	monolysocardiolipin (2-16:1, 3-18:0, 4-16:1);phosphatidylcholine (1-16:0, 2-16:1)	;phosphatidylcholine (16:0/16:1)	;C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	YPR140W	;chebi:134592	;#
r_2636_rvs	UNK:s_3242;UNK:s_3297_s_3428_s_3450_s_3694	cardiolipin (1-16:1, 2-16:1, 3-18:0, 4-16:1);1-acylglycerophosphocholine (16:0)	;	;	YPR140W	;	;
r_2637_fwd	UNK:s_3273;MNXM588730	monolysocardiolipin (2-16:1, 3-18:0, 4-16:1);phosphatidylcholine (1-16:1, 2-16:1)	;phosphatidylcholine (16:1/16:1)	;C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([*])=O)OC([*])=O	YPR140W	;chebi:134637	;#
r_2637_rvs	UNK:s_3242;UNK:s_3299_s_3429_s_3453_s_3696	cardiolipin (1-16:1, 2-16:1, 3-18:0, 4-16:1);1-acylglycerophosphocholine (16:1)	;	;	YPR140W	;	;
r_2638_fwd	UNK:s_3273;MNXM71041	monolysocardiolipin (2-16:1, 3-18:0, 4-16:1);phosphatidylcholine (1-18:0, 2-16:1)	;PC(P-18:0/16:1(9Z))	;CCCCCCCCCCCCCCCC\C=C/OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC	YPR140W	;chebi:89972	;1.2496
r_2638_rvs	UNK:s_3242;UNK:s_3301_s_3430_s_3455_s_3698	cardiolipin (1-16:1, 2-16:1, 3-18:0, 4-16:1);1-acylglycerophosphocholine (18:0)	;	;	YPR140W	;	;
r_2639_fwd	UNK:s_3273;MNXM71109	monolysocardiolipin (2-16:1, 3-18:0, 4-16:1);phosphatidylcholine (1-18:1, 2-16:1)	;PC(P-18:1(9Z)/16:1(9Z))	;CCCCCCCC\C=C/CCCCCC\C=C/OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCC	YPR140W	;chebi:89506	;1.3968
